"Handle","Title","Body (HTML)","Vendor","Product Category","Type","Tags","Published","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Variant SKU","Variant Grams","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Policy","Variant Fulfillment Service","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Image Src","Image Position","Image Alt Text","Gift Card","SEO Title","SEO Description","Google Product Category","Status"
"fluminense-tricolor-2025","Fluminense Tricolor 2025","<h2>Fluminense Tricolor 2025</h2>
<p>Camisa inspirada no uniforme do Fluminense temporada 2025. Confeccionada em tecido Dry Fit Premium, com excelente acabamento. Ideal para torcedores e colecionadores.</p>
<h3>Diferenciais</h3>
<ul>
<li>Tecido Dry Fit Premium</li>
<li>Costura reforçada</li>
<li>Escudo bordado</li>
<li>Alta respirabilidade</li>
<li>Excelente acabamento</li>
</ul>","Deroche","Vestuário e acessórios > Roupas > Camisas e blusas","Camisas Futebol","Fluminense, Camisa Fluminense, 2025, Camisas Futebol, Tricolor, Masculino, Futebol, Brasileirão","TRUE","Tamanho","XGG","","","19293928238-XGG","200","shopify","1","deny","manual","149.90","","TRUE","TRUE","","1","Fluminense Tricolor 2025","FALSE","Fluminense Tricolor 2025 | Deroche Mantos","Compre Fluminense Tricolor 2025 na Deroche Mantos. Tecido premium, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Roupas > Camisas e blusas","active"
"fone-de-ouvido-bluetooth","Fone de Ouvido Bluetooth","<h2>Fone de Ouvido Bluetooth</h2>
<p>Fone de Ouvido Bluetooth, produto eletrônico com boa autonomia e acabamento resistente para uso diário.</p>
<h3>Diferenciais</h3>
<ul>
<li>Boa autonomia</li>
<li>Acabamento resistente</li>
<li>Fácil de usar</li>
<li>Ótimo custo-benefício</li>
</ul>","Deroche","Eletrônicos","Eletrônicos","Eletrônicos, Masculino","TRUE","Title","Default Title","","","19292881","300","shopify","11","deny","manual","120.00","","TRUE","TRUE","","1","Fone de Ouvido Bluetooth","FALSE","Fone de Ouvido Bluetooth | Deroche Mantos","Compre Fone de Ouvido Bluetooth na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Eletrônicos","active"
"fone-de-ouvido-headphone-bluetooth","Fone de Ouvido Headphone Bluetooth","<h2>Fone de Ouvido Headphone Bluetooth</h2>
<p>Fone de Ouvido Headphone Bluetooth, produto eletrônico com boa autonomia e acabamento resistente para uso diário.</p>
<h3>Diferenciais</h3>
<ul>
<li>Boa autonomia</li>
<li>Acabamento resistente</li>
<li>Fácil de usar</li>
<li>Ótimo custo-benefício</li>
</ul>","Deroche","Eletrônicos","Eletrônicos","Eletrônicos, Masculino","TRUE","Title","Default Title","","","18181811","300","shopify","6","deny","manual","199.90","","TRUE","TRUE","","1","Fone de Ouvido Headphone Bluetooth","FALSE","Fone de Ouvido Headphone Bluetooth | Deroche Mantos","Compre Fone de Ouvido Headphone Bluetooth na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Eletrônicos","active"
"garrafa-termica-500-ml","Garrafa Térmica 500 ML","<h2>Garrafa Térmica 500 ML</h2>
<p>Garrafa Térmica 500 ML, produto eletrônico com boa autonomia e acabamento resistente para uso diário.</p>
<h3>Diferenciais</h3>
<ul>
<li>Boa autonomia</li>
<li>Acabamento resistente</li>
<li>Fácil de usar</li>
<li>Ótimo custo-benefício</li>
</ul>","Deroche","Eletrônicos","Eletrônicos","Eletrônicos, Masculino","TRUE","Title","Default Title","","","19292929292922828","300","shopify","4","deny","manual","49.90","","TRUE","TRUE","","1","Garrafa Térmica 500 ML","FALSE","Garrafa Térmica 500 ML | Deroche Mantos","Compre Garrafa Térmica 500 ML na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Eletrônicos","active"
"gloss-franciny-ehlke","Gloss Franciny Ehlke","<h2>Gloss Franciny Ehlke</h2>
<p>Gloss Franciny Ehlke, produto de qualidade Deroche Mantos, pronto para uso diário.</p>
<h3>Diferenciais</h3>
<ul>
<li>Alta qualidade</li>
<li>Bom custo-benefício</li>
<li>Pronta entrega</li>
</ul>","Deroche","Vestuário e acessórios > Acessórios de vestuário","Acessórios","Acessórios, Masculino","TRUE","Title","Default Title","","","18282828227272727","150","shopify","9","deny","manual","34.90","","TRUE","TRUE","","1","Gloss Franciny Ehlke","FALSE","Gloss Franciny Ehlke | Deroche Mantos","Compre Gloss Franciny Ehlke na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Acessórios de vestuário","active"
"hand-grip","Hand Grip","<h2>Hand Grip</h2>
<p>Hand Grip, acessório de treino para melhorar performance e proteção durante os exercícios.</p>
<h3>Diferenciais</h3>
<ul>
<li>Material resistente</li>
<li>Ajuste confortável</li>
<li>Ideal para treinos</li>
<li>Proteção articular</li>
</ul>","Deroche","Esportes e ar livre > Equipamentos esportivos > Equipamentos de fitness","Academia","Academia, Masculino","TRUE","Title","Default Title","","","1029471727371831","100","shopify","8","deny","manual","34.90","","TRUE","TRUE","","1","Hand Grip","FALSE","Hand Grip | Deroche Mantos","Compre Hand Grip na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Esportes e ar livre > Equipamentos esportivos > Equipamentos de fitness","active"
"hand-grip-oasis","Hand Grip Oásis","<h2>Hand Grip Oásis</h2>
<p>Hand Grip Oásis, acessório de treino para melhorar performance e proteção durante os exercícios.</p>
<h3>Diferenciais</h3>
<ul>
<li>Material resistente</li>
<li>Ajuste confortável</li>
<li>Ideal para treinos</li>
<li>Proteção articular</li>
</ul>","Deroche","Esportes e ar livre > Equipamentos esportivos > Equipamentos de fitness","Academia","Academia, Masculino","TRUE","Title","Default Title","","","18182821","100","shopify","2","deny","manual","49.90","","TRUE","TRUE","","1","Hand Grip Oásis","FALSE","Hand Grip Oásis | Deroche Mantos","Compre Hand Grip Oásis na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Esportes e ar livre > Equipamentos esportivos > Equipamentos de fitness","active"
"jamaica-preta-2024","Jamaica Preta 2024","<h2>Jamaica Preta 2024</h2>
<p>Camisa inspirada no uniforme do Jamaica temporada 2024. Confeccionada em tecido Dry Fit Premium, com excelente acabamento. Ideal para torcedores e colecionadores.</p>
<h3>Diferenciais</h3>
<ul>
<li>Tecido Dry Fit Premium</li>
<li>Costura reforçada</li>
<li>Escudo bordado</li>
<li>Alta respirabilidade</li>
<li>Excelente acabamento</li>
</ul>","Deroche","Vestuário e acessórios > Roupas > Camisas e blusas","Camisas Futebol","Jamaica, Camisa Jamaica, 2024, Camisas Futebol, Preta, Masculino, Futebol, Brasileirão","TRUE","Tamanho","P","","","292919319-P","200","shopify","1","deny","manual","129.90","","TRUE","TRUE","","1","Jamaica Preta 2024","FALSE","Jamaica Preta 2024 | Deroche Mantos","Compre Jamaica Preta 2024 na Deroche Mantos. Tecido premium, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Roupas > Camisas e blusas","active"
"japao-comemorativa-anime-ii","Japão Comemorativa Anime II","<h2>Japão Comemorativa Anime II</h2>
<p>Camisa inspirada no uniforme do Japão. Confeccionada em tecido Dry Fit Premium, com excelente acabamento. Ideal para torcedores e colecionadores.</p>
<h3>Diferenciais</h3>
<ul>
<li>Tecido Dry Fit Premium</li>
<li>Costura reforçada</li>
<li>Escudo bordado</li>
<li>Alta respirabilidade</li>
<li>Excelente acabamento</li>
</ul>","Deroche","Vestuário e acessórios > Roupas > Camisas e blusas","Camisas Futebol","Japão, Camisa Japão, Camisas Futebol, Masculino, Futebol, Brasileirão","TRUE","Tamanho","P","","","184819391-P","200","shopify","1","deny","manual","129.90","","TRUE","TRUE","","1","Japão Comemorativa Anime II","FALSE","Japão Comemorativa Anime II | Deroche Mantos","Compre Japão Comemorativa Anime II na Deroche Mantos. Tecido premium, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Roupas > Camisas e blusas","active"
"japao-preta-goku-2025","Japão Preta Goku 2025","<h2>Japão Preta Goku 2025</h2>
<p>Camisa inspirada no uniforme do Japão temporada 2025. Confeccionada em tecido Dry Fit Premium, com excelente acabamento. Ideal para torcedores e colecionadores.</p>
<h3>Diferenciais</h3>
<ul>
<li>Tecido Dry Fit Premium</li>
<li>Costura reforçada</li>
<li>Escudo bordado</li>
<li>Alta respirabilidade</li>
<li>Excelente acabamento</li>
</ul>","Deroche","Vestuário e acessórios > Roupas > Camisas e blusas","Camisas Futebol","Japão, Camisa Japão, 2025, Camisas Futebol, Preta, Masculino, Futebol, Brasileirão","TRUE","Tamanho","P","","","2938182-P","200","shopify","2","deny","manual","129.90","","TRUE","TRUE","","1","Japão Preta Goku 2025","FALSE","Japão Preta Goku 2025 | Deroche Mantos","Compre Japão Preta Goku 2025 na Deroche Mantos. Tecido premium, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Roupas > Camisas e blusas","active"
"japao-preta-goku-2025","","","","","","","","Tamanho","M","","","2938182-M","200","shopify","1","deny","manual","129.90","","TRUE","TRUE","","","","","","","",""
"jaqueta-palmeiras-verde","Jaqueta Palmeiras Verde","<h2>Jaqueta Palmeiras Verde</h2>
<p>Peça streetwear jaqueta palmeiras verde, com caimento moderno e tecido confortável para o dia a dia urbano.</p>
<h3>Diferenciais</h3>
<ul>
<li>Tecido de alta qualidade</li>
<li>Caimento moderno</li>
<li>Conforto para uso diário</li>
<li>Estilo streetwear autêntico</li>
</ul>","Deroche","Vestuário e acessórios > Roupas","Streetwear","Palmeiras, Camisa Palmeiras, Streetwear, Verde, Masculino","TRUE","Tamanho","M","","","8282828118-M","220","shopify","1","deny","manual","249.90","","TRUE","TRUE","","1","Jaqueta Palmeiras Verde","FALSE","Jaqueta Palmeiras Verde | Deroche Mantos","Compre Jaqueta Palmeiras Verde na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Roupas","active"
"joelheira","Joelheira","<h2>Joelheira</h2>
<p>Joelheira, acessório de treino para melhorar performance e proteção durante os exercícios.</p>
<h3>Diferenciais</h3>
<ul>
<li>Material resistente</li>
<li>Ajuste confortável</li>
<li>Ideal para treinos</li>
<li>Proteção articular</li>
</ul>","Deroche","Esportes e ar livre > Equipamentos esportivos > Equipamentos de fitness","Academia","Academia, Masculino","TRUE","Title","Default Title","","","9229292","100","shopify","2","deny","manual","49.90","","TRUE","TRUE","","1","Joelheira","FALSE","Joelheira | Deroche Mantos","Compre Joelheira na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Esportes e ar livre > Equipamentos esportivos > Equipamentos de fitness","active"
"juventus-branco-preto-i-22-23","Juventus Branco/Preto I 22/23","<h2>Juventus Branco/Preto I 22/23</h2>
<p>Camisa inspirada no uniforme do Juventus. Confeccionada em tecido Dry Fit Premium, com excelente acabamento. Ideal para torcedores e colecionadores.</p>
<h3>Diferenciais</h3>
<ul>
<li>Tecido Dry Fit Premium</li>
<li>Costura reforçada</li>
<li>Escudo bordado</li>
<li>Alta respirabilidade</li>
<li>Excelente acabamento</li>
</ul>","Deroche","Vestuário e acessórios > Roupas > Camisas e blusas","Camisas Futebol","Juventus, Camisa Juventus, Camisas Futebol, Branco, Masculino, Futebol, Brasileirão","TRUE","Tamanho","P","","","91940247372-P","200","shopify","1","deny","manual","129.90","","TRUE","TRUE","","1","Juventus Branco/Preto I 22/23","FALSE","Juventus Branco/Preto I 22/23 | Deroche Mantos","Compre Juventus Branco/Preto I 22/23 na Deroche Mantos. Tecido premium, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Roupas > Camisas e blusas","active"
"juventus-preta-branca-2019","Juventus Preta/Branca 2019","<h2>Juventus Preta/Branca 2019</h2>
<p>Camisa inspirada no uniforme do Juventus temporada 2019. Confeccionada em tecido Dry Fit Premium, com excelente acabamento. Ideal para torcedores e colecionadores.</p>
<h3>Diferenciais</h3>
<ul>
<li>Tecido Dry Fit Premium</li>
<li>Costura reforçada</li>
<li>Escudo bordado</li>
<li>Alta respirabilidade</li>
<li>Excelente acabamento</li>
</ul>","Deroche","Vestuário e acessórios > Roupas > Camisas e blusas","Camisas Futebol","Juventus, Camisa Juventus, 2019, Camisas Futebol, Branca, Masculino, Futebol, Brasileirão","TRUE","Tamanho","P","","","2030101023-P","200","shopify","2","deny","manual","129.90","","TRUE","TRUE","","1","Juventus Preta/Branca 2019","FALSE","Juventus Preta/Branca 2019 | Deroche Mantos","Compre Juventus Preta/Branca 2019 na Deroche Mantos. Tecido premium, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Roupas > Camisas e blusas","active"
"kit-infantil-lens-amarela-vermelha-2024","Kit Infantil Lens Amarela/Vermelha 2024","<h2>Kit Infantil Lens Amarela/Vermelha 2024</h2>
<p>Kit Infantil Lens Amarela/Vermelha 2024, kit infantil confortável e resistente, perfeito para o pequeno torcedor.</p>
<h3>Diferenciais</h3>
<ul>
<li>Tecido confortável</li>
<li>Alta durabilidade</li>
<li>Ideal para o dia a dia</li>
<li>Ótimo para presentear</li>
</ul>","Deroche","Vestuário e acessórios > Roupas > Roupas infantis e para bebês","Infantil","2024, Infantil, Amarela","TRUE","Title","Default Title","","","28381828182","200","shopify","1","deny","manual","99.90","","TRUE","TRUE","","1","Kit Infantil Lens Amarela/Vermelha 2024","FALSE","Kit Infantil Lens Amarela/Vermelha 2024 | Deroche Mantos","Compre Kit Infantil Lens Amarela/Vermelha 2024 na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Roupas > Roupas infantis e para bebês","active"
"kit-infantil-vasco-2024","Kit Infantil Vasco 2024","<h2>Kit Infantil Vasco 2024</h2>
<p>Kit Infantil Vasco 2024, kit infantil confortável e resistente, perfeito para o pequeno torcedor.</p>
<h3>Diferenciais</h3>
<ul>
<li>Tecido confortável</li>
<li>Alta durabilidade</li>
<li>Ideal para o dia a dia</li>
<li>Ótimo para presentear</li>
</ul>","Deroche","Vestuário e acessórios > Roupas > Roupas infantis e para bebês","Infantil","Vasco, Camisa Vasco, 2024, Infantil","TRUE","Title","Default Title","","","2928182828","200","shopify","1","deny","manual","149.90","","TRUE","TRUE","","1","Kit Infantil Vasco 2024","FALSE","Kit Infantil Vasco 2024 | Deroche Mantos","Compre Kit Infantil Vasco 2024 na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Roupas > Roupas infantis e para bebês","active"
"luva-de-academia","Luva de Academia","<h2>Luva de Academia</h2>
<p>Luva de Academia, acessório de treino para melhorar performance e proteção durante os exercícios.</p>
<h3>Diferenciais</h3>
<ul>
<li>Material resistente</li>
<li>Ajuste confortável</li>
<li>Ideal para treinos</li>
<li>Proteção articular</li>
</ul>","Deroche","Esportes e ar livre > Equipamentos esportivos > Equipamentos de fitness","Academia","Academia, Masculino","TRUE","Title","Default Title","","","18383828","100","shopify","5","deny","manual","49.90","","TRUE","TRUE","","1","Luva de Academia","FALSE","Luva de Academia | Deroche Mantos","Compre Luva de Academia na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Esportes e ar livre > Equipamentos esportivos > Equipamentos de fitness","active"
"meia-antiderrapante-azul","Meia Antiderrapante Azul","<h2>Meia Antiderrapante Azul</h2>
<p>Meia Antiderrapante Azul, produto de qualidade Deroche Mantos, pronto para uso diário.</p>
<h3>Diferenciais</h3>
<ul>
<li>Alta qualidade</li>
<li>Bom custo-benefício</li>
<li>Pronta entrega</li>
</ul>","Deroche","Vestuário e acessórios > Acessórios de vestuário","Acessórios","Acessórios, Azul, Masculino","TRUE","Title","Default Title","","","28281828221717","150","shopify","19","deny","manual","20.00","","TRUE","TRUE","","1","Meia Antiderrapante Azul","FALSE","Meia Antiderrapante Azul | Deroche Mantos","Compre Meia Antiderrapante Azul na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Acessórios de vestuário","active"
"meia-antiderrapante-branca","Meia Antiderrapante Branca","<h2>Meia Antiderrapante Branca</h2>
<p>Meia Antiderrapante Branca, produto de qualidade Deroche Mantos, pronto para uso diário.</p>
<h3>Diferenciais</h3>
<ul>
<li>Alta qualidade</li>
<li>Bom custo-benefício</li>
<li>Pronta entrega</li>
</ul>","Deroche","Vestuário e acessórios > Acessórios de vestuário","Acessórios","Acessórios, Branca, Masculino","TRUE","Title","Default Title","","","1828181818","150","shopify","37","deny","manual","20.00","","TRUE","TRUE","","1","Meia Antiderrapante Branca","FALSE","Meia Antiderrapante Branca | Deroche Mantos","Compre Meia Antiderrapante Branca na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Acessórios de vestuário","active"
